Category, Price of item in category, Quantity of item sold
Office Supplies,2430.8,5
Office Supplies,2364.35,6
Office Supplies,588.19,2
Office Supplies,2860.29,3
Furniture,752.85,6
Office Supplies,945.39,11
Office Supplies,1629.3,5
Office Supplies,1782.71,6
Office Supplies,2548.22,8
Office Supplies,1099.48,2
Office Supplies,2069.06,3
Office Supplies,2863.27,3
Office Supplies,1423.97,2
Technology,2949.95,10
Office Supplies,1361,3
Office Supplies,1766.64,3
Furniture,1270.45,8
Office Supplies,2517.96,1
Office Supplies,2741.81,11
Office Supplies,2197.13,10
Office Supplies,2084.77,7
Technology,2526.15,7
Office Supplies,2358.97,6
Office Supplies,2170.29,2
Office Supplies,1045.76,10
Furniture,582.87,2
Furniture,2678.29,4
Office Supplies,1146.97,2
Office Supplies,2242.02,9
Technology,732.6,1
Office Supplies,1499.18,4
Office Supplies,1873.16,7
Furniture,2061.18,1
Office Supplies,1733.29,5
Office Supplies,1081.89,3
Office Supplies,526.92,10
Furniture,619.51,3
Office Supplies,687.94,2
Furniture,1082.72,4
Office Supplies,2672.79,5
Office Supplies,2748.69,10
Office Supplies,1314.13,7
Office Supplies,1700.84,11
Office Supplies,563.79,7
Office Supplies,2459.06,5
Office Supplies,2182.71,2
Technology,2163.34,1
Office Supplies,2010.84,9
Furniture,2467.38,1
Office Supplies,1694.88,10
Technology,1914.14,6
Office Supplies,2360.75,4
Office Supplies,2810.98,5
Office Supplies,895.37,8
Office Supplies,2626.57,4
Office Supplies,1585.01,7
Office Supplies,2270,3
Office Supplies,2438.79,7
Office Supplies,929.52,1
Office Supplies,583.72,4
Office Supplies,784.87,9
Office Supplies,1636.13,2
Furniture,2022.73,2
Office Supplies,2051.85,7
Office Supplies,2786.86,8
Office Supplies,1008.59,4
Office Supplies,658.05,1
Furniture,1638.05,3
Office Supplies,2856.31,4
Technology,667.49,5
Office Supplies,780.4,9
Office Supplies,2150.44,1
Furniture,1385.44,2
Furniture,620.26,8
Office Supplies,954.63,1
Office Supplies,2228.04,3
Office Supplies,1450.13,3
Office Supplies,2775.28,9
Office Supplies,2052.64,11
Office Supplies,1202.09,6
Office Supplies,1388.9,9
Office Supplies,2481.07,4
Office Supplies,1539.03,4
Office Supplies,1316.82,7
Office Supplies,646.15,6
Office Supplies,1889.05,4
Office Supplies,2572.65,6
Office Supplies,2066.13,10
Office Supplies,1761.57,10
Office Supplies,2773.3,10
Office Supplies,1036.77,5
Office Supplies,1629.32,9
Office Supplies,1477.85,4
Office Supplies,2175.66,4
Office Supplies,2020.98,1
Technology,2256.9,3
Office Supplies,1294.83,3
Furniture,2869.88,11
Furniture,1704.38,9
Office Supplies,2465.76,9
Furniture,2419.89,7
Office Supplies,2154.82,6
Furniture,1031.26,8
Office Supplies,1551.88,7
Office Supplies,1951.38,2
Office Supplies,1893.31,11
Technology,1528.48,9
Technology,1218.3,6
Office Supplies,1284.99,8
Office Supplies,2510.55,6
Office Supplies,1086.2,7
Furniture,2546.29,8
Office Supplies,1651.2,8
Office Supplies,1354.3,6
Office Supplies,1013.11,5
Furniture,1608.45,3
Office Supplies,2876.06,4
Furniture,1397.19,11
Office Supplies,2681.09,6
Office Supplies,1233.92,3
Office Supplies,2407.47,8
Technology,2231.22,6
Office Supplies,2594.75,8
Furniture,2287.76,7
Office Supplies,2364.11,10
Office Supplies,1663.99,4
Office Supplies,1256.53,9
Office Supplies,2819.58,2
Office Supplies,2845.48,9
Office Supplies,2976.94,4
Office Supplies,1249.58,9
Office Supplies,2569.42,8
Office Supplies,2487.78,7
Office Supplies,2546.94,6
Furniture,1027.49,6
Office Supplies,1093.04,5
Office Supplies,2262.87,8
Technology,2564.19,9
Office Supplies,2982.28,10
Office Supplies,2683.32,5
Office Supplies,795.09,3
Office Supplies,1501.85,11
Office Supplies,2460.54,11
Office Supplies,2819.55,10
Office Supplies,1514.4,5
Office Supplies,805.93,4
Office Supplies,1010.97,11
Office Supplies,1572.17,5
Office Supplies,1273.24,11
Furniture,2477.25,4
Office Supplies,2276.33,3
Office Supplies,1727.2,8
Office Supplies,1629.35,7
Technology,1311.91,10
Office Supplies,2587.63,3
Furniture,871.22,11
Office Supplies,2836.96,6
Office Supplies,2551.24,8
Office Supplies,2979.09,7
Office Supplies,2295.94,9
Office Supplies,1694.86,9
Office Supplies,567.89,9
Office Supplies,2518.56,11
Technology,1839.2,5
Furniture,2771.36,7
Office Supplies,1980.85,1
Office Supplies,2040.32,1
Office Supplies,1678.56,5
Office Supplies,663.38,9
Office Supplies,2248.69,3
Office Supplies,2574.18,1
Office Supplies,2633.02,7
Office Supplies,1349.77,11
Furniture,837.97,5
Office Supplies,1488.47,3
Office Supplies,1208.54,9
Office Supplies,867.38,10
Office Supplies,1501.59,7
Office Supplies,1602.85,7
Furniture,1443.9,7
Office Supplies,1972.43,2
Office Supplies,1030.45,5
Office Supplies,1781.62,3
Office Supplies,2074.98,1
Office Supplies,1649.63,3
Office Supplies,2061.19,1
Office Supplies,1787.91,11
Office Supplies,1637.29,2
Office Supplies,1796.58,3
Office Supplies,632.38,9
Office Supplies,1965.06,2
Furniture,2869.6,9
Office Supplies,2142.14,8
Office Supplies,2182.29,4
Office Supplies,2112.56,4
Furniture,664.5,5
Office Supplies,953.87,10
Office Supplies,572.31,10
Furniture,1240.85,9
Office Supplies,2335.95,10
Office Supplies,2852.06,4
Office Supplies,1001.88,5
Office Supplies,722.01,5
Office Supplies,2638.22,9
Furniture,1575.5,2
Office Supplies,1853.2,7
Office Supplies,2701.14,8
Office Supplies,1275.81,11
Office Supplies,1337.65,11
Office Supplies,2566.81,6
Office Supplies,997.32,9
Office Supplies,2589.88,2
Office Supplies,971.09,11
Office Supplies,2103.03,6
Office Supplies,602.36,6
Office Supplies,693.01,6
Office Supplies,2882.6,3
Office Supplies,2888.22,8
Office Supplies,1780.35,9
Office Supplies,1051.18,6
Furniture,1431.79,2
Office Supplies,879.76,9
Office Supplies,682.12,11
Office Supplies,1379.62,9
Office Supplies,2701.91,11
Furniture,1009.29,6
Office Supplies,2814.37,11
Office Supplies,727.42,10
Office Supplies,2253.38,7
Technology,1279.6,9
Office Supplies,1145.85,5
Technology,774.61,9
Technology,1837.39,2
Office Supplies,697.49,10
Office Supplies,2089.72,10
Office Supplies,2655.3,7
Office Supplies,2700.1,8
Office Supplies,1022.32,11
Furniture,2575.08,10
Office Supplies,1050.13,5
Office Supplies,2026.23,5
Technology,2497.67,7
Office Supplies,2408.94,10
Office Supplies,2362.68,6
Office Supplies,2754.9,6
Office Supplies,1812.53,11
Furniture,634.36,1
Office Supplies,505.39,2
Furniture,2950.58,1
Furniture,1507.4,2
Office Supplies,2610.93,3
Office Supplies,2172.9,9
Office Supplies,1626.75,6
Office Supplies,1400.62,5
Office Supplies,1078.68,4
Office Supplies,973.32,4
Office Supplies,901.56,7
Office Supplies,1860.81,5
Furniture,2018.5,2
Office Supplies,1421.21,1
Office Supplies,2110.78,8
Furniture,892.32,9
Office Supplies,2188.53,4
Office Supplies,2069.97,8
Furniture,1015.76,6
Office Supplies,2032.31,3
Office Supplies,2298.78,6
Office Supplies,1975.97,5
Furniture,2022.03,1
Technology,2980.64,2
Office Supplies,2884.29,7
Office Supplies,1241.83,9
Office Supplies,867.48,4
Office Supplies,696.43,7
Office Supplies,1550.93,7
Office Supplies,2082.12,3
Office Supplies,2048.24,6
Office Supplies,2399.03,8
Office Supplies,2897.2,10
Office Supplies,1691.13,11
Technology,1324.95,10
Office Supplies,1005.25,7
Furniture,1060.74,1
Office Supplies,2169.51,9
Office Supplies,2492.72,1
Office Supplies,519.58,4
Furniture,1998.56,11
Office Supplies,884.12,3
Office Supplies,1203.67,11
Office Supplies,1769.63,7
Office Supplies,786.34,6
Furniture,1893.74,5
Office Supplies,2002.8,1
Office Supplies,1645.13,3
Office Supplies,914.37,8
Office Supplies,2972.51,6
Office Supplies,2875.12,7
Technology,2155.58,6
Office Supplies,2764.63,5
Office Supplies,801.93,9
Office Supplies,2004.56,10
Office Supplies,1669.01,4
Office Supplies,2177.24,9
Office Supplies,1583.12,9
Furniture,1614.02,1
Office Supplies,2132.2,3
Office Supplies,2252.89,4
Furniture,641.21,6
Office Supplies,1189.64,9
Office Supplies,2901.46,3
Office Supplies,2292.47,4
Office Supplies,2555.72,1
Office Supplies,2092.35,10
Technology,1532.35,6
Technology,2044.94,10
Office Supplies,2952.3,10
Furniture,2524.82,8
Technology,1986.24,4
Office Supplies,2220.41,8
Office Supplies,1834.34,10
Office Supplies,1053.32,11
Office Supplies,1212.58,7
Office Supplies,1026.33,2
Office Supplies,1215.94,4
Office Supplies,879.94,4
Office Supplies,956.53,8
Office Supplies,1301.92,7
Technology,1841.89,4
Office Supplies,823.54,5
Office Supplies,2923.41,1
Office Supplies,1158.11,3
Office Supplies,2444.61,6
Office Supplies,2495.04,9
Office Supplies,2103.86,5
Office Supplies,2878.94,5
Furniture,2793.41,9
Office Supplies,1446.51,3
Office Supplies,2626.55,2
Office Supplies,2703.43,8
Office Supplies,1237.15,5
Office Supplies,632.34,9
Office Supplies,2958.85,11
Office Supplies,2987.1,6
Technology,1027.74,9
Office Supplies,2345.72,9
Furniture,2620.17,3
Furniture,636.63,5
Office Supplies,2438.98,9
Office Supplies,2383.73,5
Office Supplies,807.59,6
Office Supplies,1622.36,7
Office Supplies,2063.07,11
Office Supplies,2550.51,4
Office Supplies,958.65,10
Office Supplies,799.18,11
Technology,1675.26,3
Furniture,2229.51,11
Office Supplies,1792.63,5
Office Supplies,1708.57,8
Office Supplies,1706.02,3
Technology,1642.89,2
Office Supplies,2278.13,5
Office Supplies,2491.87,2
Office Supplies,1149.83,5
Office Supplies,1069.18,5
Technology,2772.18,3
Office Supplies,1518,6
Office Supplies,1669.67,6
Office Supplies,1708.61,7
Office Supplies,2264.2,2
Office Supplies,2317.86,1
Furniture,1227.28,1
Furniture,2569.73,7
Technology,2236.58,6
Office Supplies,1921.67,1
Office Supplies,1780.45,1
Office Supplies,1200.49,6
Office Supplies,1123.02,2
Office Supplies,2215.85,9
Office Supplies,1440.94,11
Office Supplies,1802.42,5
Office Supplies,2205.64,6
Office Supplies,2971.52,7
Furniture,1479.01,10
Office Supplies,2247.48,10
Office Supplies,2042.17,4
Office Supplies,2747.97,3
Office Supplies,2694.14,6
Furniture,1763.6,10
Office Supplies,1155.93,9
Office Supplies,2441.4,5
Office Supplies,1445.12,10
Office Supplies,1067.4,1
Office Supplies,1252.73,6
Office Supplies,831.78,3
Office Supplies,547.56,11
Furniture,1500.19,8
Office Supplies,1151.58,8
Furniture,2078.69,3
Technology,1801.76,5
Office Supplies,1766.74,3
Office Supplies,1928.63,2
Technology,1730.88,4
Furniture,2610,8
Office Supplies,2685.82,8
Technology,2977.68,4
Furniture,2943.69,1
Office Supplies,1478.33,4
Office Supplies,1935.61,3
Office Supplies,2284.9,7
Office Supplies,743.45,9
Office Supplies,1175.39,2
Office Supplies,2117.96,6
Office Supplies,1199.85,3
Office Supplies,1838.57,10
Office Supplies,1438.24,4
Technology,1571.1,8
Office Supplies,1360.94,10
Office Supplies,653.41,7
Office Supplies,2873.45,8
Office Supplies,732.05,11
Office Supplies,1699.05,5
Office Supplies,1452.94,9
Office Supplies,2600.84,10
Office Supplies,2487.31,5
Office Supplies,1600.22,3
Office Supplies,1633.41,2
Technology,2726.59,3
Office Supplies,2853.12,3
Office Supplies,2355.28,6
Office Supplies,2477.96,2
Office Supplies,2412.73,10
Technology,995.05,11
Office Supplies,2962.71,3
Office Supplies,914.22,8
Office Supplies,630.75,9
Furniture,2530.79,8
Office Supplies,679.1,3
Office Supplies,1565.91,6
Office Supplies,2148.68,9
Office Supplies,2259.72,8
Office Supplies,1431.43,8
Office Supplies,2660.03,3
Office Supplies,1402.64,1
Office Supplies,1928.17,8
Office Supplies,2814.71,4
Technology,2137.24,9
Furniture,2647.12,3
Office Supplies,2870.22,11
Office Supplies,2899.35,5
Office Supplies,1613.97,1
Office Supplies,2660.96,7
Technology,2360.47,3
Office Supplies,1463.56,10
Office Supplies,661.97,7
Office Supplies,1810.3,7
Office Supplies,1277.43,4
Office Supplies,1548.04,3
Office Supplies,2203.38,5
Office Supplies,2934.27,7
Furniture,1704.03,4
Office Supplies,902.15,3
Office Supplies,1667.49,2
Office Supplies,2824.18,8
Furniture,1385.2,10
Office Supplies,2454.4,9
Office Supplies,2919.36,4
Office Supplies,513,9
Office Supplies,2521.44,4
Office Supplies,2892.94,9
Technology,2849.62,6
Office Supplies,2678.23,9
Office Supplies,2702.26,4
Office Supplies,1286.73,9
Office Supplies,1409.88,6
Office Supplies,1688.24,10
Office Supplies,873.42,4
Office Supplies,2912.22,6
Technology,2288.95,6
Office Supplies,1190.09,4
Office Supplies,1088.04,5
Office Supplies,2076.55,2
Furniture,1351.03,7
Office Supplies,2644.79,9
Office Supplies,1413.22,2
Furniture,1743.71,6
Office Supplies,2899.37,6
Office Supplies,1365.21,3
Office Supplies,2250.83,10
Office Supplies,2177.46,8
Office Supplies,2785.86,1
Technology,2401.17,7
Office Supplies,2484.27,6
Office Supplies,611.72,4
Office Supplies,2360.79,5
Office Supplies,2546.59,2
Office Supplies,781.26,7
Office Supplies,1647.34,9
Office Supplies,745.18,5
Office Supplies,2314.15,2
Office Supplies,566.68,3
Office Supplies,1152.78,7
Technology,2412.95,3
Office Supplies,934.69,5
Technology,629.56,7
Office Supplies,2415.31,5
Office Supplies,2589.89,3
Furniture,790.23,1
Office Supplies,1543.33,10
Office Supplies,2149.44,5
Office Supplies,2012.29,5
Office Supplies,2682.49,11
Office Supplies,1059.47,7
Office Supplies,719.6,11
Technology,2639.14,5
Office Supplies,2471.87,1
Office Supplies,1881.38,5
Office Supplies,575.18,5
Office Supplies,1978.85,10
Office Supplies,2895.92,3
Office Supplies,2737.38,4
Office Supplies,1927.96,1
Office Supplies,773.95,7
Office Supplies,1790.85,3
Office Supplies,949.69,8
Office Supplies,2624.19,6
Office Supplies,1885.2,3
Office Supplies,1994.65,1
Office Supplies,1739.57,2
Office Supplies,2476.55,11
Office Supplies,2330.64,2
Office Supplies,1406.52,10
Office Supplies,1318,10
Office Supplies,1024.89,3
Technology,564.18,11
Office Supplies,1513.34,9
Technology,2385.95,3
Technology,1788.97,6
Office Supplies,2223.47,9
Office Supplies,1671.33,2
Office Supplies,2008.54,6
Furniture,560.99,10
Technology,2237.61,7
Office Supplies,2048.43,10
Technology,2933.49,1
Furniture,2661.61,10
Office Supplies,1861.09,4
Office Supplies,2891.39,4
Office Supplies,2795.76,9
Office Supplies,1848.91,11
Office Supplies,892.83,1
Office Supplies,1680.54,5
Office Supplies,1287.43,10
Office Supplies,1726.64,10
Furniture,546.13,4
Office Supplies,2774.49,1
Furniture,774.88,7
Office Supplies,1545.48,6
Office Supplies,1158.97,11
Office Supplies,1327.58,2
Office Supplies,1013.58,5
Furniture,2228.99,4
Office Supplies,1172.46,10
Office Supplies,2083.29,7
Office Supplies,1045.01,11
Furniture,2784.54,9
Technology,2060.02,10
Furniture,1608.61,4
Technology,1059.91,4
Office Supplies,1978.7,4
Office Supplies,659.52,9
Office Supplies,2136.15,11
Office Supplies,1477.42,9
Furniture,2766.56,10
Office Supplies,646.56,5
Office Supplies,1423.58,2
Technology,720.51,3
Office Supplies,2464.86,5
Office Supplies,1188.18,4
Technology,923.29,10
Office Supplies,2164.86,9
Furniture,2549.82,5
Technology,633.14,2
Office Supplies,1578.98,4
Furniture,2000.35,5
Technology,742.59,2
Office Supplies,1427.65,6
Office Supplies,2730.68,9
Office Supplies,772.44,7
Office Supplies,2217.2,10
Office Supplies,1793.27,5
Office Supplies,2414.47,6
Office Supplies,2163.77,11
Office Supplies,1329.3,6
Office Supplies,2567.77,1
Furniture,1789.48,9
Office Supplies,635.88,1
Office Supplies,2717.25,1
Office Supplies,1488.93,2
Office Supplies,2510.67,5
Office Supplies,2375.15,2
Technology,971.56,1
Office Supplies,2096.27,8
Office Supplies,1093.4,9
Furniture,1577.83,6
Office Supplies,1303.47,11
Office Supplies,2836.64,10
Office Supplies,1183.05,10
Office Supplies,1464.76,6
Office Supplies,2268.97,5
Furniture,1385.33,6
Office Supplies,651.65,10
Office Supplies,1537.9,11
Furniture,620.61,4
Office Supplies,2136.94,5
Office Supplies,592.06,11
Office Supplies,1978.22,10
Office Supplies,2766.33,8
Office Supplies,1277,4
Furniture,2570.05,9
Furniture,2737.17,7
Furniture,2111.74,4
Office Supplies,1319.3,6
Office Supplies,1424.63,7
Furniture,1292.45,1
Furniture,1750.39,7
Office Supplies,2981.84,11
Technology,977.89,4
Furniture,1722.86,3
Office Supplies,2545.07,6
Office Supplies,1779.41,8
Office Supplies,1727.01,1
Office Supplies,1206.73,1
Technology,2612.59,11
Technology,2230.31,7
Technology,2943.09,8
Office Supplies,763.85,10
Office Supplies,584.15,8
Office Supplies,1610.73,3
Office Supplies,1594.16,10
Office Supplies,2541.62,3
Office Supplies,1764.04,5
Office Supplies,2741.3,2
Office Supplies,2143.21,6
Furniture,1192.77,7
Office Supplies,950.48,3
Office Supplies,1357.41,8
Office Supplies,2045.58,11
Office Supplies,1904.37,4
Office Supplies,714.13,3
Office Supplies,697.32,8
Furniture,2685.03,4
Office Supplies,2415.35,7
Office Supplies,1852.21,10
Office Supplies,1540.31,11
Office Supplies,2042.88,4
Office Supplies,903.66,4
Office Supplies,1049.08,5
Office Supplies,2540.71,2
Office Supplies,1090.06,1
Office Supplies,932.74,9
Office Supplies,1977.84,7
Office Supplies,833.31,3
Office Supplies,729.02,4
Office Supplies,1222.19,8
Furniture,2671.69,1
Office Supplies,1530.43,4
Office Supplies,2588.73,3
Office Supplies,1847.52,9
Technology,1478.67,10
Office Supplies,1891.7,1
Office Supplies,2594.33,10
Office Supplies,2080,2
Office Supplies,1288.8,10
Office Supplies,1623.84,3
Technology,990.82,5
Office Supplies,949.05,2
Office Supplies,1988.98,7
Technology,2459.63,5
Office Supplies,1399.4,5
Office Supplies,2247.05,8
Furniture,1757.5,2
Office Supplies,2872.8,7
Furniture,2024.56,1
Office Supplies,1098.97,11
Office Supplies,1357.52,7
Furniture,2508.63,8
Furniture,1809.93,6
Technology,1888.02,10
Office Supplies,2026.77,5
Office Supplies,648.87,1
Office Supplies,662.23,2
Office Supplies,2262.36,5
Office Supplies,1889.46,3
Office Supplies,1284.13,8
Office Supplies,823.56,3
Office Supplies,2647.63,2
Office Supplies,535.54,4
Office Supplies,1636.61,9
Office Supplies,1074.59,2
Office Supplies,2655.56,7
Office Supplies,1522.28,3
Office Supplies,1261.89,7
Technology,1693.89,11
Office Supplies,2509.69,7
Office Supplies,553.73,6
Office Supplies,2659.85,9
Office Supplies,981.84,7
Office Supplies,1605.96,4
Technology,2984.7,7
Office Supplies,1641.34,3
Office Supplies,1181.55,6
Office Supplies,2588.02,7
Office Supplies,577.5,6
Office Supplies,1530.16,2
Office Supplies,2793.73,8
Office Supplies,2844.93,3
Technology,1612.38,6
Office Supplies,2127.76,9
Furniture,1587.68,2
Office Supplies,1132.6,6
Office Supplies,515.09,8
Office Supplies,2231.96,8
Furniture,2056.29,2
Furniture,2579.1,1
Office Supplies,619.19,6
Furniture,880.3,3
Office Supplies,2149.57,6
Office Supplies,658.87,2
Office Supplies,1524.45,8
Office Supplies,2383.87,2
Office Supplies,1847.81,6
Office Supplies,2311.13,11
Office Supplies,747.89,1
Office Supplies,1127.7,10
Office Supplies,2503.89,9
Office Supplies,2233.74,8
Furniture,2989.24,9
Office Supplies,1540.61,3
Office Supplies,2391.68,8
Office Supplies,2005.39,1
Office Supplies,1849.09,9
Office Supplies,1578.75,9
Office Supplies,1547.27,8
Furniture,1576.17,6
Office Supplies,744.19,1
Office Supplies,2025,10
Office Supplies,778.58,5
Office Supplies,2319.34,3
Technology,2062.3,1
Office Supplies,1379.4,7
Office Supplies,649.56,7
Office Supplies,2255.77,7
Furniture,1286.5,5
Office Supplies,2104.42,3
Office Supplies,1315.75,5
Office Supplies,2746.34,10
Office Supplies,897.86,8
Office Supplies,993.52,8
Office Supplies,799.62,8
Office Supplies,1897.52,3
Office Supplies,2334.31,7
Office Supplies,1951.28,6
Office Supplies,2645.71,10
Office Supplies,640.59,1
Office Supplies,643.62,9
Office Supplies,1009.14,10
Office Supplies,1388.96,7
Office Supplies,2925.84,3
Office Supplies,718.78,3
Office Supplies,951.92,11
Office Supplies,902.19,9
Office Supplies,1719.86,5
Office Supplies,1145.21,5
Office Supplies,1497.35,11
Office Supplies,1463.11,10
Office Supplies,2506.11,2
Office Supplies,1720.98,7
Technology,553.31,2
Office Supplies,1295.74,10
Office Supplies,766.71,3
Office Supplies,1133.63,9
Office Supplies,2675.51,11
Office Supplies,2395.86,7
Technology,1967.08,8
Furniture,2089.98,4
Office Supplies,2462.19,1
Office Supplies,1146.69,3
Office Supplies,1873.97,7
Furniture,2399.18,1
Office Supplies,752.01,11
Office Supplies,1566.52,10
Office Supplies,1612.11,5
Office Supplies,2103.42,6
Office Supplies,2635.84,11
Office Supplies,507.92,2
Furniture,705.18,9
Furniture,1235.33,9
Office Supplies,954.38,2
Office Supplies,2245.16,5
Office Supplies,2452.61,11
Office Supplies,2657.01,4
Furniture,2129.26,2
Office Supplies,2145.14,4
Technology,1865.51,10
Office Supplies,2201.5,7
Office Supplies,2867.7,8
Office Supplies,516.03,9
Office Supplies,2021.82,11
Office Supplies,1494.07,1
Office Supplies,1487.84,5
Office Supplies,767.14,4
Office Supplies,2604.2,8
Office Supplies,2378.6,9
Office Supplies,1335.33,9
Office Supplies,694.09,8
Office Supplies,2052.13,8
Furniture,811.65,5
Office Supplies,1000.36,6
Office Supplies,2023.69,3
Office Supplies,2193.91,10
Office Supplies,2416.03,3
Furniture,1798.86,4
Office Supplies,1314.88,10
Office Supplies,1424.21,7
Office Supplies,1604.46,4
Office Supplies,2251.41,8
Office Supplies,2413.63,2
Furniture,1957.79,9
Office Supplies,1294.09,4
Office Supplies,2079.27,3
Office Supplies,1902.75,11
Office Supplies,921.07,1
Office Supplies,732.94,1
Furniture,2038,2
Technology,1870.71,2
Furniture,1540.1,8
Office Supplies,2350.56,10
Office Supplies,726.23,11
Office Supplies,1347.44,3
Furniture,1945.23,3
Office Supplies,2326.81,10
Office Supplies,2839.53,3
Office Supplies,1419.77,4
Office Supplies,2640.89,7
Office Supplies,1245.28,2
Office Supplies,2687.48,3
Office Supplies,1844.24,6
Office Supplies,1982.39,3
Office Supplies,760.44,3
Technology,2155.86,2
Office Supplies,1420.85,3
Office Supplies,2060.51,11
Furniture,2161.67,10
Technology,1175.3,6
Technology,2977.72,9
Office Supplies,2719.53,11
Technology,561.32,11
Office Supplies,1152.63,11
Office Supplies,1543.78,10
Furniture,1524.71,9
Office Supplies,1668.76,5
Office Supplies,2731.94,1
Technology,1154.09,8
Office Supplies,2350.89,4
Office Supplies,1738.06,7
Office Supplies,1178.55,6
Office Supplies,1740.89,10
Office Supplies,2386.01,6
Office Supplies,2792.9,3
Office Supplies,621.05,5
Office Supplies,2712.34,7
Office Supplies,1729.87,9
Office Supplies,2139.12,5
Office Supplies,2343.96,1
Office Supplies,1610.34,3
Office Supplies,1421.97,11
Office Supplies,2472.68,2
Office Supplies,2296.99,4
Office Supplies,2169.22,2
Office Supplies,2150.12,2
Office Supplies,1578.69,10
Office Supplies,1475.15,6
Office Supplies,1167.69,7
Office Supplies,2076.13,4
Office Supplies,1196.05,5
Technology,2329.02,8
Office Supplies,2678.01,5
Office Supplies,664.05,9
Furniture,591.02,4
Office Supplies,2383.86,7
Office Supplies,1668.26,7
Office Supplies,1112.35,4
Office Supplies,1743.46,1
Technology,2782.32,9
Office Supplies,1406.4,4
Office Supplies,1971.86,6
Office Supplies,2299.49,2
Office Supplies,2016.57,10
Office Supplies,747.97,5
Furniture,1278.18,7
Office Supplies,2085.73,1
Furniture,1182.74,3
Office Supplies,663.35,8
Office Supplies,1539.44,9
Furniture,1511.86,7
Office Supplies,1672.76,10
Office Supplies,1774.99,3
Furniture,1197.99,9
Office Supplies,610.67,7
Office Supplies,1817.32,10
Office Supplies,1230.08,9
Office Supplies,2728.2,4
Office Supplies,777.85,9
Technology,606.85,5
Office Supplies,2930.13,9
Furniture,1841.58,11
Technology,2477.08,9
Office Supplies,1747.45,9
Office Supplies,2475.29,4
Office Supplies,1345.11,7
Office Supplies,1270.61,10
Office Supplies,2453.11,3
Technology,2158.15,10
Office Supplies,2039,9
Technology,1520.11,8
Office Supplies,1036.69,4
Office Supplies,1959.68,11
Office Supplies,1646.17,5
Technology,1978.14,4
Technology,538.11,8
Office Supplies,2257.98,5
Office Supplies,1137.16,10
Office Supplies,2756.72,6
Office Supplies,2320.16,9
Office Supplies,2859.81,10
Office Supplies,951.46,2
Office Supplies,1316.23,1
Furniture,1270.04,2
Office Supplies,1004.01,6
Office Supplies,2519.14,8
Office Supplies,1165.1,1
Office Supplies,2967.46,3
Office Supplies,666.41,4
Office Supplies,654.99,4
Office Supplies,899.08,9
Office Supplies,2919.48,5
Furniture,1816.44,5
Office Supplies,2331.63,6
Office Supplies,536.89,2
Office Supplies,1216.08,10
Office Supplies,1237.23,3
Technology,2037.54,9
Office Supplies,1829.07,3
Furniture,2730.94,5
Office Supplies,1122.89,8
Office Supplies,891.52,2
Technology,1825.97,5
Technology,777.26,6
Office Supplies,2909.46,5
Office Supplies,915.82,11
Office Supplies,1991.85,5
Furniture,929.78,8
Furniture,1679.18,6
Office Supplies,2367.05,2
Office Supplies,1042.78,1
Office Supplies,1541.26,10
Office Supplies,1001.87,10
Office Supplies,785.86,4
Office Supplies,968.18,4
Office Supplies,813.8,4
Office Supplies,1741.55,7
Office Supplies,1454.42,8
Office Supplies,2367.76,9
Office Supplies,2133.96,4
Office Supplies,1161.67,10
Technology,2244.2,9
Office Supplies,2298.9,5
Furniture,2244.07,10
Furniture,608.21,9
Office Supplies,1395.46,11
Technology,2783.09,8
Office Supplies,701.74,6
Office Supplies,1136.23,10
Furniture,2094.79,11
Furniture,964.17,11
Office Supplies,1474.41,7
Office Supplies,1672.51,3
Office Supplies,807.14,8
Office Supplies,2646.12,6
Office Supplies,926.66,4
Technology,1174.68,10
Office Supplies,1174.96,2
Furniture,2063.49,1
Office Supplies,883.98,8
Office Supplies,2255.48,8
Office Supplies,2418.51,5
Office Supplies,2253.78,5
Office Supplies,898.84,6
Furniture,1389.57,3
Office Supplies,558.6,8
Office Supplies,2307.81,4
Office Supplies,2802.39,3
Office Supplies,2610.31,5
Office Supplies,2435.95,3
Office Supplies,2571.41,7
Office Supplies,597.96,5
Office Supplies,2533.5,8
Office Supplies,1419.78,6
Office Supplies,1559.87,1
Office Supplies,2241.89,5
Office Supplies,2116.3,2
Office Supplies,2382.21,5
Office Supplies,1425.05,3
Office Supplies,1860.93,5
Furniture,2270.99,4
Office Supplies,1964.99,11
Furniture,2284.39,10
Furniture,1476,3
Office Supplies,1304.81,10
Technology,880.15,7
Office Supplies,2081,9
Office Supplies,2837.57,9
Office Supplies,2150.52,3
Technology,2967.27,10
Furniture,2894.2,3
Furniture,2529,8
Office Supplies,1484.91,11
Office Supplies,976.75,2
Office Supplies,1761.42,9
Furniture,2061.4,2
Office Supplies,1106.91,11
Technology,1560.29,6
Office Supplies,1603.72,2
Office Supplies,1765.89,7
Office Supplies,1861.27,7
Office Supplies,1728.15,3
Office Supplies,769.8,4
Office Supplies,2887.28,7
Office Supplies,1949.04,4
Office Supplies,1075.73,8
Office Supplies,526.19,9
Office Supplies,1397.1,7
Office Supplies,2161.79,7
Office Supplies,891.4,4
Office Supplies,1025.18,9
Furniture,2173.09,7
Office Supplies,2913.08,3
Office Supplies,2832.13,3
Office Supplies,2875.84,11
Office Supplies,837.53,10
Office Supplies,1917.6,7
Office Supplies,1193.67,11
