Category, Price of item in category, Quantity of item sold
Furniture,1018.04,1
Technology,2040.86,8
Office Supplies,1959.33,5
Technology,984.37,4
Office Supplies,812.75,2
Technology,511.23,4
Furniture,1809.47,6
Technology,1159.54,3
Office Supplies,1075.98,11
Furniture,1733.82,5
Furniture,2262.3,7
Furniture,773.1,1
Office Supplies,2431.54,7
Office Supplies,1217.24,10
Technology,2221.22,9
Office Supplies,2387.2,10
Office Supplies,2592.75,3
Furniture,1226.78,2
Office Supplies,2162.55,6
Technology,1631.41,1
Technology,1336.6,1
Technology,1782.01,5
Furniture,1187.97,11
Technology,1947.97,3
Furniture,2544.48,5
Technology,1656.87,3
Office Supplies,920.18,5
Office Supplies,1203.68,8
Technology,1190.9,10
Furniture,2889.23,3
Technology,2000.02,9
Technology,1406.29,10
Furniture,888.12,11
Technology,2396.99,9
Technology,2178.42,1
Furniture,1173.29,4
Furniture,1963.11,9
Furniture,1653.97,11
Technology,1122.05,8
Furniture,2527.77,8
Office Supplies,1050.73,5
Technology,2500.24,10
Technology,1067.44,9
Furniture,1537.77,5
Office Supplies,836.55,6
Furniture,1548.91,2
Office Supplies,1865.32,8
Technology,1272.73,11
Technology,2871.96,4
Furniture,2303.94,2
Office Supplies,1254.08,8
Office Supplies,524.46,11
Technology,2314.51,6
Furniture,522.46,9
Technology,1389.51,11
Technology,2728.11,7
Technology,1017.2,7
Furniture,2038.69,11
Technology,736.17,10
Furniture,1523.49,3
Office Supplies,2101.9,1
Technology,716.56,11
Technology,1395.55,1
Office Supplies,2417.02,9
Office Supplies,2504.04,8
Furniture,2413.37,4
Furniture,805.39,4
Technology,1540.01,10
Furniture,2468.47,7
Furniture,1317.73,8
Technology,995.67,5
Furniture,2550.53,5
Technology,2609.69,5
Furniture,2771.71,11
Furniture,727.37,1
Furniture,1292.84,1
Technology,2423.51,2
Office Supplies,1699.3,3
Office Supplies,872.11,3
Technology,2410.98,3
Technology,1551.81,3
Office Supplies,541.04,6
Furniture,1313.07,2
Technology,2711.18,11
Furniture,1657.23,1
Technology,2638.21,3
Furniture,960.68,2
Furniture,2681.48,3
Technology,2460.39,9
Furniture,1319.11,6
Technology,1179.94,1
Furniture,2706.63,9
Technology,2828.78,8
Furniture,1514.46,5
Furniture,2020.71,11
Technology,1660.86,11
Technology,1783.27,10
Office Supplies,2069.54,4
Office Supplies,2627.08,8
Furniture,2722.28,5
Office Supplies,2406.16,2
Office Supplies,526.46,3
Technology,2077.43,2
Technology,1928.6,9
Technology,1392.84,4
Office Supplies,521.62,1
Office Supplies,2172.85,6
Furniture,1685.84,1
Office Supplies,887.92,3
Furniture,2580.52,3
Office Supplies,1848.42,8
Furniture,1649.27,3
Technology,2286.58,5
Furniture,1995.21,4
Office Supplies,1429.1,9
Furniture,618.93,5
Furniture,1361.79,10
Furniture,2637.6,6
Technology,1390.19,9
Technology,2830.79,3
Furniture,2898.87,8
Furniture,2996.49,9
Technology,2110.54,3
Technology,2779.22,10
Furniture,980.45,7
Furniture,2925.59,1
Technology,826.42,4
Technology,1976.03,10
Office Supplies,666.82,6
Office Supplies,1555.06,8
Office Supplies,2103.33,11
Technology,1337.61,3
Office Supplies,559.26,6
Technology,1050.35,6
Technology,1144.01,8
Technology,1692.25,4
Office Supplies,1117.53,11
Furniture,2398.36,11
Technology,2641.52,3
Technology,2217.28,5
Office Supplies,626.21,6
Furniture,663.53,9
Office Supplies,1668.46,9
Technology,2447.73,6
Technology,1869.54,1
Furniture,683.86,4
Technology,2265.38,9
Furniture,2846.55,4
Furniture,2879.24,10
Technology,2470.7,9
Technology,1454.74,2
Furniture,1790.17,3
Office Supplies,2065.89,9
Technology,1135,8
Furniture,1360.16,10
Furniture,702.6,6
Technology,1630.69,5
Furniture,1487.6,2
Technology,2455.04,7
Technology,1466.19,2
Furniture,881.42,10
Technology,2551.24,8
Furniture,1699.46,7
Office Supplies,1147.92,5
Technology,2944.35,11
Office Supplies,2078.09,1
Technology,2949.82,4
Furniture,1006.41,5
Furniture,1871.92,1
Technology,788.28,11
Technology,1041.69,11
Technology,2186.45,5
Office Supplies,2294.91,2
Furniture,2931.71,10
Office Supplies,2853.25,6
Technology,1965.72,10
Technology,557.7,4
Technology,1428.88,6
Furniture,953.73,10
Furniture,1891.4,5
Technology,2204.96,11
Technology,2264.22,10
Office Supplies,629.71,10
Office Supplies,2632.89,5
Technology,759.14,7
Technology,1490.14,9
Technology,1660.41,3
Technology,2381.71,10
Technology,1939.73,10
Technology,1649.26,1
Technology,2182.33,4
Office Supplies,1149.27,2
Technology,826.76,10
Office Supplies,2637.85,3
Furniture,843.82,6
Furniture,2349.03,7
Technology,1964.45,11
Technology,2514.37,5
Office Supplies,2700.12,3
Furniture,600.86,10
Furniture,1533.45,6
Technology,1503.67,8
Technology,1441.09,5
Furniture,762.22,11
Office Supplies,1494.61,8
Office Supplies,2459.51,7
Technology,574.98,1
Furniture,2773.28,1
Furniture,521.48,7
Technology,825.88,7
Furniture,1614.63,5
Office Supplies,2501.4,6
Technology,594.01,10
Furniture,1681.36,1
Technology,624.82,7
Technology,2884.01,10
Technology,1321.69,1
Furniture,759.25,8
Technology,693.58,10
Office Supplies,2298.32,10
Furniture,1400.84,9
Furniture,2911.58,6
Technology,1984.28,4
Technology,731.49,4
Technology,587.67,11
Furniture,2824.9,6
Office Supplies,510.27,2
Technology,1485.21,5
Furniture,1186.76,8
Furniture,1402.11,4
Furniture,1649.22,5
Furniture,1825.37,1
Furniture,2812.32,11
Furniture,2095.78,4
Office Supplies,2180.63,8
Furniture,2678.85,8
Technology,579.15,1
Furniture,2116.01,6
Furniture,2786.42,5
Technology,2687.51,11
Furniture,2419.42,4
Furniture,1338.46,7
Furniture,1502.23,7
Technology,652.08,9
Furniture,901.46,8
Technology,1906.67,7
Office Supplies,2544.71,4
Technology,2638.07,4
Office Supplies,1247.94,4
Office Supplies,1456.97,7
Technology,1768.91,8
Technology,769.38,1
Technology,2711.92,6
Furniture,2593.9,9
Office Supplies,2229.04,6
Technology,2506.22,2
Technology,2571.36,4
Furniture,709.37,1
Furniture,925.74,10
Furniture,1988.77,11
Furniture,745.55,10
Technology,1469.93,5
Technology,823.56,2
Furniture,1329.9,4
Technology,919.88,4
Office Supplies,792.76,10
Technology,613.21,6
Office Supplies,2056.8,7
Technology,1089.65,7
Furniture,1393.6,4
Technology,975.32,11
Technology,2734.04,2
Furniture,2597.93,11
Furniture,1017.39,5
Furniture,2774.37,9
Furniture,648.66,2
Technology,2047.73,5
Technology,755.89,8
Furniture,2174.66,2
Technology,801.75,3
Furniture,2414.6,4
Technology,2415.73,1
Technology,2623.88,5
Furniture,1830.29,8
Furniture,772.07,1
Office Supplies,1725.04,1
Furniture,1493.8,5
Office Supplies,877.96,2
Office Supplies,2769.58,8
Office Supplies,1756.94,4
Technology,2402.74,5
Technology,2844.59,2
Technology,869.95,4
Office Supplies,804.45,4
Furniture,2869.88,8
Technology,1369.8,5
Furniture,1862.16,6
Furniture,1062.69,3
Technology,967.45,4
Technology,1848.5,8
Furniture,1813.58,3
Technology,1361.56,7
Technology,1543.81,7
Technology,733.45,5
Technology,915.92,2
Furniture,1344.93,2
Technology,2387.58,2
Technology,2853.05,10
Technology,1608.89,11
Office Supplies,910.86,2
Technology,891.18,11
Office Supplies,1961.59,6
Office Supplies,936.61,5
Furniture,2411.26,6
Furniture,2350.46,8
Technology,1743.21,6
Technology,2303.19,9
Technology,1559.38,7
Furniture,2006.71,8
Technology,2511.2,3
Technology,2645.86,11
Furniture,1208.7,4
Technology,1796.86,6
Furniture,2879.65,6
Technology,1036.83,4
Office Supplies,2647.68,10
Furniture,2028.38,5
Technology,735.93,11
Furniture,1358.29,9
Technology,1801.56,11
Technology,2836.48,5
Technology,1409.17,4
Furniture,2468.89,5
Furniture,2744.65,5
Furniture,2812.76,10
Furniture,512.66,10
Furniture,1694.6,1
Furniture,703.98,11
Furniture,2617.15,6
Furniture,2035.95,4
Technology,1532.04,8
Furniture,1279.35,5
Furniture,2197.68,7
Technology,1376.59,8
Technology,2648.15,8
Furniture,1913.04,6
Furniture,1446.38,9
Technology,630.38,9
Technology,1096.53,6
Technology,717.99,1
Technology,713.74,4
Furniture,2104.41,3
Furniture,1647.72,4
Office Supplies,1612.96,5
Office Supplies,2089.29,1
Furniture,677.61,1
Technology,2248.58,10
Office Supplies,819.35,5
Office Supplies,2230.85,5
Furniture,1309.88,6
Technology,1883.96,1
Furniture,646.25,6
Technology,2791.7,1
Office Supplies,2192.63,1
Technology,513.05,11
Furniture,2126.76,8
Technology,2651.22,10
Furniture,1741.4,2
Office Supplies,2792.1,4
Office Supplies,972.4,11
Furniture,2202.09,9
Technology,1353.88,3
Technology,1975.59,7
Office Supplies,1479.93,6
Technology,1385.12,10
Furniture,595.96,7
Furniture,1708.54,1
Technology,2959.83,2
Technology,2491.39,1
Technology,2232.4,10
Office Supplies,1384.29,6
Office Supplies,2954.75,5
Technology,970.6,3
Furniture,1288.94,8
Office Supplies,2843.87,8
Furniture,981.9,5
Technology,2594.38,5
Furniture,2618.37,9
Technology,2435.98,8
Technology,764.35,10
Furniture,823.8,11
Furniture,2744.12,8
Technology,2839.88,6
Technology,2912.5,6
Technology,1621.55,5
Furniture,1572.07,7
Office Supplies,1077.14,7
Technology,1279.53,4
Furniture,1730.79,4
Furniture,2893.6,7
Technology,2803.24,9
Technology,2242.16,10
Furniture,615.19,11
Office Supplies,1951.22,9
Furniture,774.64,4
Technology,1951.83,11
Furniture,817.61,6
Technology,1201.75,1
Technology,2333.24,5
Technology,2160.14,5
Furniture,1448.57,5
Technology,1791.51,11
Furniture,1836.22,1
Furniture,547.42,10
Technology,2359.63,11
Furniture,652.91,3
Furniture,1686.39,3
Office Supplies,1573.38,3
Office Supplies,2292.12,11
Furniture,1542.56,8
Office Supplies,2486.02,4
Furniture,1224.98,5
Technology,2916.64,9
Technology,2767.21,1
Technology,1345.23,8
Furniture,1157.95,8
Furniture,2195.29,10
Technology,2285.9,3
Technology,2524.96,6
Furniture,2115.91,11
Technology,2405.01,2
Technology,2333.85,3
Furniture,1384.19,8
Technology,663.68,11
Furniture,2958.01,1
Furniture,687.27,7
Office Supplies,1031.27,4
Technology,2189.83,8
Technology,843.12,8
Technology,1676.53,1
Furniture,1149.79,7
Technology,1817.71,6
Furniture,2090.55,7
Technology,2059.96,8
Technology,2681.17,9
Furniture,813.81,11
Furniture,1131.67,4
Technology,2390.22,2
Technology,2897.99,1
Technology,1797.66,3
Technology,1285.66,8
Furniture,1041.16,9
Technology,2894.73,7
Technology,1538.43,5
Technology,1354.8,6
Technology,613.93,8
Office Supplies,1156.15,2
Technology,2870.08,10
Furniture,2951.76,9
Technology,2508.49,4
Technology,2637.06,11
Furniture,2268.84,9
Office Supplies,713.75,4
Furniture,2528.8,8
Office Supplies,2702.23,5
Furniture,1914.98,3
Technology,2980.93,11
Office Supplies,988.33,2
Technology,1829.92,6
Furniture,2104.08,2
Office Supplies,1329.09,3
Office Supplies,2396.1,7
Technology,2678.75,4
Furniture,1682.01,11
Furniture,1050.81,2
Furniture,2433.22,6
Office Supplies,953.69,1
Technology,752.88,6
Furniture,1272.99,4
Technology,1074.39,11
Technology,2984.16,6
Technology,1249.1,3
Technology,2883.86,6
Technology,2870.02,3
Technology,1045,5
Office Supplies,2059.06,11
Technology,2317.87,8
Technology,1080.48,2
Technology,2209.13,6
Furniture,1279.22,1
Technology,2013.13,4
Technology,1546.01,10
Furniture,2919.89,3
Furniture,1294.8,6
Furniture,1512.66,8
Furniture,2383.59,1
Technology,2010.4,10
Technology,2795.97,5
Technology,1728.16,6
Furniture,1824.69,1
Technology,2077.66,5
Furniture,1504.99,7
Office Supplies,1323.05,11
Technology,1247.13,8
Technology,2939.7,2
Technology,1323.73,3
Furniture,999.95,10
Furniture,1208.36,2
Furniture,1365.61,11
Furniture,2310.82,8
Technology,1197.17,8
Furniture,2557.53,6
Furniture,870.44,3
Office Supplies,1362.95,9
Furniture,1308.78,2
Technology,2489.42,3
Technology,1609.45,8
Office Supplies,2705.79,3
Technology,1542.77,9
Technology,1704.67,2
Technology,789.55,5
Technology,1796.52,9
Furniture,1923.74,1
Office Supplies,1157.25,11
Office Supplies,1039.8,4
Furniture,2502.48,4
Office Supplies,1727.47,6
Office Supplies,2703.29,10
Technology,2847.24,5
Furniture,947.67,11
Office Supplies,1807.74,1
Technology,2312.73,7
Furniture,2469.59,1
Technology,2713.1,3
Furniture,1838.33,1
Technology,2369.84,8
Technology,1182.16,10
Furniture,635.25,1
Furniture,1946.93,11
Furniture,967.32,1
Furniture,2802.62,6
Furniture,772.19,7
Technology,1061.99,4
Furniture,994.26,1
Furniture,1664.57,1
Furniture,1697.06,5
Office Supplies,2528.19,3
Furniture,2728.61,5
Furniture,2578.22,10
Furniture,2134.47,3
Office Supplies,1171.85,8
Furniture,571.06,9
Technology,2825.07,11
Technology,1576.98,2
Furniture,2513.76,3
Technology,2499.36,8
Furniture,1382.21,2
Office Supplies,2906.34,7
Furniture,1733.47,6
Technology,2279.29,4
Office Supplies,2361.5,5
Furniture,2696.44,11
Technology,2286.59,8
Office Supplies,1941.96,1
Technology,579.11,1
Office Supplies,1293.92,6
Technology,1764.62,11
Technology,525.69,8
Furniture,2241.55,8
Office Supplies,956.14,5
Furniture,665.38,3
Furniture,2085.18,6
Technology,2945.85,8
Furniture,1276.03,2
Technology,711.33,9
Furniture,1490.63,1
Technology,1043.71,7
Furniture,1838.63,3
Technology,713.15,4
Technology,575.34,4
Office Supplies,1911.82,8
Office Supplies,2535.25,4
Furniture,2226.1,9
Furniture,2241.18,2
Technology,2804.12,7
Furniture,2207.39,4
Furniture,1888.08,5
Office Supplies,1198.7,10
Furniture,1235.62,7
Technology,1305.29,7
Office Supplies,2359.86,1
Office Supplies,2100.78,6
Technology,2261.83,3
Technology,1523.24,6
Furniture,1710.49,9
Office Supplies,1427.05,9
Furniture,1573.3,9
Technology,2417.81,1
Office Supplies,1903.71,7
Technology,1090.05,3
Office Supplies,2020.17,7
Furniture,1823.68,8
Technology,744.84,2
Technology,1863.51,9
Furniture,1018.46,10
Furniture,956.98,9
Technology,742.05,1
Technology,878.07,3
Furniture,2766.69,4
Office Supplies,1435.93,11
Office Supplies,2820.45,9
Furniture,2090.48,4
Office Supplies,2318.97,10
Furniture,2554.91,7
Office Supplies,2703.24,11
Office Supplies,1808.66,11
Technology,819.36,6
Technology,519.34,4
Technology,539.97,1
Technology,546.62,11
Technology,2600.73,3
Technology,1986.22,9
Technology,2519.15,11
Furniture,2691.14,6
Technology,2891.51,5
Furniture,2157.85,2
Furniture,1749.15,9
Office Supplies,1684.91,11
Office Supplies,2053.23,10
Technology,2844.82,11
Technology,2130.04,5
Office Supplies,669.87,7
Furniture,1093.13,8
Technology,848.28,6
Technology,767.04,7
Furniture,1788.65,4
Office Supplies,1157.21,8
Technology,1711.38,1
Furniture,1695.91,1
Furniture,1612.25,9
Technology,1811.14,2
Office Supplies,855.07,1
Office Supplies,1300.2,4
Furniture,2947.5,7
Office Supplies,1659.42,3
Furniture,844.27,8
Furniture,1300.86,4
Furniture,2079.44,6
Office Supplies,2736.09,2
Technology,2527.21,11
Technology,1089.93,1
Technology,2820.27,5
Furniture,2124.52,10
Furniture,1552.68,3
Furniture,2461.57,8
Furniture,2069.36,8
Furniture,2928.11,3
Technology,2798.13,7
Technology,1466.19,6
Furniture,936.72,4
Furniture,2019.27,3
Furniture,1034.62,1
Technology,1676.41,2
Technology,846.36,8
Office Supplies,1439.34,11
Office Supplies,1714.02,1
Furniture,607.17,1
Furniture,2915.02,8
Technology,1409.05,8
Technology,1088.38,7
Technology,1376.46,6
Technology,1297.09,3
Furniture,635.77,7
Furniture,2461.69,11
Technology,2428.29,10
Furniture,2097.05,4
Technology,1471.77,7
Technology,2730.52,4
Technology,1764.63,4
Furniture,1376.93,10
Office Supplies,985.8,6
Furniture,2991.16,10
Technology,1149.41,5
Office Supplies,1228.4,3
Office Supplies,1659.31,11
Technology,1378.48,11
Technology,2654.44,10
Technology,1836.49,9
Technology,2208.26,1
Technology,2954.21,11
Furniture,2214.16,1
Technology,2435,6
Furniture,2461.48,9
Technology,2881.25,1
Technology,2544.62,6
Furniture,2542.68,9
Technology,1297.43,6
Technology,2804.14,4
Furniture,860.15,3
Furniture,1873.38,3
Furniture,852.71,7
Technology,1306.08,5
Furniture,2790.91,11
Office Supplies,2833.63,8
Furniture,1067.55,11
Office Supplies,2527.75,2
Office Supplies,2763.96,7
Office Supplies,1056.51,5
Furniture,1126.34,8
Furniture,2514.56,4
Furniture,2861.37,5
Technology,1972.17,7
Technology,984.51,10
Furniture,605.11,2
Furniture,1809.62,8
Furniture,2482.14,11
Technology,1946.86,7
Furniture,686.27,1
Furniture,786.59,2
Furniture,1387.05,4
Office Supplies,2677.32,8
Furniture,1917.81,10
Technology,654.6,6
Technology,2815.63,3
Technology,1074.9,7
Technology,573.1,5
Office Supplies,1041.07,5
Furniture,1016.58,2
Technology,646.73,4
Technology,1451.49,8
Technology,2891.9,9
Furniture,2504.2,7
Technology,2345.26,10
Office Supplies,1392.61,9
Furniture,2717.04,4
Technology,2693.99,7
Furniture,1813.89,2
Office Supplies,1263.26,3
Office Supplies,1232.27,3
Office Supplies,1324.55,6
Technology,2602.98,4
Office Supplies,1393.45,1
Technology,1477.23,9
Technology,1639.07,10
Furniture,676.34,4
Furniture,1309.72,1
Furniture,1755.25,11
Furniture,2490.85,11
Furniture,1927.46,4
Technology,2751.19,9
Furniture,1897.75,3
Furniture,2745.47,3
Technology,2464.07,6
Technology,2856.39,10
Furniture,2403.01,3
Furniture,1074.94,10
Technology,1099.87,4
Technology,2077.7,5
Furniture,2437.44,1
Office Supplies,1478.11,3
Technology,2313.21,7
Furniture,1314.05,6
Furniture,2015.61,11
Furniture,615.9,7
Furniture,893.71,2
Furniture,2452.27,10
Furniture,895.1,6
Office Supplies,2320.24,5
Technology,1599.9,4
Office Supplies,972.97,3
Office Supplies,1831.67,2
Furniture,2420.66,6
Technology,893.87,2
Technology,1007.67,1
Furniture,1340.84,9
Furniture,834.49,11
Office Supplies,701.88,5
Technology,2230.42,9
Furniture,2003.3,10
Furniture,2682.85,3
Technology,1174,7
Furniture,1729.47,6
Technology,1632.91,8
Furniture,1027.48,2
Technology,580.47,7
Furniture,2532.44,5
Technology,1298.9,3
Technology,671.73,4
Office Supplies,787.4,7
Technology,1251.61,8
Technology,1256.34,7
Technology,2832.28,8
Technology,1200.47,6
Office Supplies,2875.41,7
Furniture,1292.98,5
Furniture,1868.19,6
Furniture,2651.59,5
Furniture,1056.61,3
Technology,2344.71,1
Office Supplies,2648.4,10
Furniture,2930.55,2
Technology,2338.16,7
Technology,1966.49,4
Technology,549.71,2
Office Supplies,2531.43,1
Furniture,2613.56,8
Technology,2371.45,10
Furniture,503.51,8
Technology,2691.69,1
Technology,1240.33,1
Technology,1266.77,9
Technology,1951.28,5
Furniture,2951.03,2
Technology,2612.04,3
Office Supplies,2621.77,3
Technology,526.59,1
Office Supplies,2246.32,10
Furniture,1647.72,10
Furniture,1800.8,8
Technology,2254.33,1
Technology,989.49,2
Technology,1075.27,7
Furniture,2181.92,10
Furniture,2046.75,2
Technology,1645.66,2
Furniture,2070.26,5
Furniture,960.56,11
Technology,2780.34,3
Technology,2040.53,9
Technology,760.6,8
Technology,2806.74,6
Technology,1757.31,11
Technology,1477.91,7
Technology,1323.36,5
Furniture,1404.46,4
Office Supplies,2891.5,10
Technology,2241.07,4
Furniture,1880.65,1
Technology,652.04,3
Technology,509.53,8
Technology,684.77,7
Furniture,2148.31,2
Furniture,1943.53,6
Technology,1724.9,3
Technology,2898.89,10
Furniture,1803.16,5
Technology,1483.09,7
Technology,1425.48,3
Technology,2339,8
Technology,812.46,8
Furniture,2006.27,2
Technology,2012.64,8
Technology,874.45,7
Furniture,2512.88,1
Technology,1595.57,9
Office Supplies,1644.48,6
Technology,2900.45,1
Technology,2034.87,6
Technology,980.94,11
Office Supplies,2364.51,5
Technology,1996.83,5
Technology,1743.69,8
Technology,2310.19,8
Technology,642.59,9
Furniture,1093.32,5
Technology,1708.09,10
Office Supplies,1859.24,5
Technology,2515.32,11
Technology,2719.06,10
Furniture,1814.02,10
Furniture,1527.52,2
Office Supplies,1189.48,9
Furniture,671.96,5
Furniture,511.93,9
Technology,1730.01,7
Office Supplies,1663.84,11
Office Supplies,842.76,1
Furniture,823.99,9
Technology,1454.11,2
Technology,2132.41,7
Technology,1968.13,4
Office Supplies,2139.66,9
Office Supplies,2296.94,3
Furniture,655.23,6
Technology,1767.22,3
Technology,1497.25,2
Technology,2236.5,2
Furniture,2821.43,7
Technology,2737,4
Technology,2982.58,5
Office Supplies,1719.08,7
Furniture,1884.03,10
Furniture,2343.06,9
Technology,1075.92,8
Furniture,1864.13,3
Furniture,2115.53,5
Technology,1944.64,2
Furniture,743.6,4
Technology,2197.93,7
Technology,1419.5,4
Furniture,2535.38,7
Technology,1301.67,1
Technology,827.84,7
Technology,534.02,7
Technology,764.45,2
Furniture,2575.44,3
Technology,859.98,4
Office Supplies,980.44,8
Furniture,726.74,5
Office Supplies,641.25,4
Technology,644.94,1
Office Supplies,2242.71,11
Furniture,675.35,2
Office Supplies,1464.24,9
Technology,2108.52,8
Technology,511.32,9
Office Supplies,1614.76,2
Office Supplies,1539.67,6
Office Supplies,987.42,6
Technology,1689.23,10
Technology,1678.9,10
Technology,2704.3,11
Office Supplies,2743.54,9
Technology,2736.7,1
Furniture,1284.63,9
Technology,1109.09,3
Technology,774.55,8
Furniture,2827.06,7
Technology,1778.42,7
Furniture,2934.6,3
Office Supplies,1773.6,5
Office Supplies,1695.93,3
Furniture,2161.52,3
Office Supplies,1786.89,8
Office Supplies,1716.15,5
Technology,1992.67,3
Technology,1987.24,10
Furniture,2332.77,4
Furniture,2468.36,3
Technology,2885.05,10
Technology,1172.96,6
Office Supplies,1620.84,5
Office Supplies,917.93,5
Technology,1125.12,9
Technology,1758.95,7
Furniture,1187.38,5
Furniture,2325.81,3
Technology,757.87,9
Technology,2576.31,5
Technology,1964.77,8
Technology,2285.2,1
Furniture,1142.82,2
Office Supplies,2857.14,10
Furniture,2694,2
Technology,2252.77,3
Technology,2463.11,3
Furniture,2531.4,8
Technology,992.82,11
Furniture,2086.28,5
Furniture,916.64,6
Furniture,2807.15,1
Furniture,1946,2
Technology,1882.79,7
Technology,2319.65,2
Office Supplies,623.32,6
Technology,2065.62,11
Furniture,2161.92,11
Furniture,2904,2
Technology,2197.53,5
Technology,1715.53,10
Furniture,1079.96,11
Technology,2156.83,2
Furniture,1665.61,2
Technology,1606.39,9
Office Supplies,2392.1,5
Technology,2133.3,1
Office Supplies,723.63,10
Furniture,1245.68,6
Furniture,802.73,2
Technology,771.64,6
Furniture,1738.76,2
Furniture,1770.38,11
Office Supplies,2156.47,4
Furniture,853.21,5
Office Supplies,2491.03,6
Furniture,2399.18,3
Office Supplies,2126.38,2
Furniture,1379.93,4
Office Supplies,544.2,3
Furniture,1315.69,9
Office Supplies,1149.88,1
Technology,1786.2,10
Technology,1721.42,11
Office Supplies,634.66,2
Office Supplies,2848.06,11
Technology,1563.4,5
Technology,2778.81,9
Technology,1208.81,6
Office Supplies,539.13,6
Technology,1050.83,3
Technology,628.27,4
Office Supplies,1405.99,6
Office Supplies,1723.25,4
Furniture,839.53,10
Office Supplies,1860.1,9
Furniture,2122.94,7
Office Supplies,1072.52,1
Furniture,2442.2,10
Furniture,1855.18,3
Office Supplies,705.43,7
Furniture,1007.35,2
Technology,1606.22,6
Furniture,2456.99,8
Office Supplies,1612.41,1
Office Supplies,2878.31,9
Furniture,2885.07,8
Office Supplies,994.24,3
Furniture,1596.34,3
Office Supplies,1101.38,5
Technology,2338.2,10
Technology,1406.48,3
Furniture,1871.34,7
Technology,2313.51,3
Technology,1999.07,4
Furniture,2827.15,6
Technology,1706.11,7
Furniture,1725.48,10
Furniture,2537.12,7
Furniture,2221.04,4
Office Supplies,2109.78,10
Furniture,1849.35,6
Technology,1840.36,11
Furniture,556.55,8
Technology,2275.04,9
Furniture,2169.12,6
Technology,2062.3,9
Furniture,1517.05,2
Technology,2705.52,3
Technology,2104.71,8
Office Supplies,1009.49,1
Technology,2920.21,9
Furniture,2481.85,8
Furniture,1291.89,8
Office Supplies,594.07,5
Technology,1319.18,8
Office Supplies,1414.69,6
Office Supplies,763.86,7
Furniture,2939.45,5
Technology,2205.66,8
Technology,891.55,2
Furniture,1073.51,7
Office Supplies,1106.65,1
Technology,1820.85,5
Furniture,2549.58,3
Technology,1239.88,3
Technology,1303.87,11
Office Supplies,1807.8,1
Office Supplies,1496.33,11
Technology,637.16,10
Technology,1852.57,4
Technology,2305.91,3
Technology,656.6,3
Furniture,2069.95,3
Furniture,1109.41,9
Technology,2597.07,1
Technology,2445.25,10
Technology,794.69,3
Furniture,1985.52,4
Technology,1061.46,6
Technology,852.75,2
Technology,1154,2
Technology,2162.01,10
Furniture,2990.83,4
Office Supplies,1183.33,5
Furniture,2287.73,8
Furniture,1573.61,7
Furniture,737.15,11
Furniture,1103.85,10
Office Supplies,2072.99,8
Technology,2221.44,10
Office Supplies,745.42,4
Furniture,2845.84,3
Technology,1523.45,7
Furniture,2379.99,11
Technology,1230.69,11
Technology,2352.53,11
Furniture,2848.09,2
Furniture,2783.52,10
Furniture,2611.56,1
Technology,1878.41,9
Technology,728.8,2
Furniture,1412.84,2
Furniture,2804.99,1
Office Supplies,529.41,2
Technology,627.2,1
Technology,1054.52,8
Technology,1120.62,8
Furniture,2478.76,9
Technology,2572.04,3
Furniture,2371.56,1
Furniture,2766.73,11
Office Supplies,2605.51,5
Technology,1409.98,10
Technology,2307.18,2
Office Supplies,894.38,5
Office Supplies,1580.64,1
Technology,2425.48,9
Technology,741.23,1
Office Supplies,2161.7,11
Furniture,1969.17,6
Office Supplies,2047.91,8
Technology,2432.85,9
Furniture,2495.83,5
Furniture,1225.74,6
Furniture,2068.12,2
Furniture,1412.2,8
Office Supplies,2066.7,6
Technology,1535.7,8
Furniture,2380.55,7
Furniture,1129.06,10
Furniture,2463.59,11
Furniture,2794.37,4
Furniture,1752.13,7
Technology,826.9,5
Technology,2183.37,10
Technology,1122.85,6
Technology,994.44,2
Furniture,1787.18,4
Technology,1297.51,8
Furniture,1190.37,2
Technology,681.98,9
Technology,1280.61,11
Technology,2563.76,11
Technology,1250.49,5
Technology,1215.86,5
Furniture,2269.45,9
Furniture,1788.12,6
Technology,2701.2,4
Technology,1579.92,10
Technology,628.38,3
Furniture,2422.92,11
Technology,1147.47,9
Furniture,2073.86,8
Furniture,1389.9,9
Technology,707.33,7
Furniture,878.79,9
Office Supplies,636.92,1
Technology,1274.87,10
Furniture,618.51,3
Technology,1874.12,10
Furniture,2094.86,9
Furniture,1538.66,1
Office Supplies,2503.19,11
Technology,2911.86,4
Office Supplies,2272.53,7
Furniture,2949.16,1
Technology,502.51,6
Furniture,1093.38,8
Furniture,1915.22,4
Furniture,1014,6
Office Supplies,1766.06,9
Technology,2085.45,2
Technology,1252.85,7
Office Supplies,1891.44,7
Technology,2475.04,1
Technology,1648.83,5
Office Supplies,2322.88,4
Furniture,2751.66,4
Technology,1858.94,4
Furniture,2548.32,9
Office Supplies,2840.12,10
Technology,2203.58,7
Office Supplies,695.54,3
Office Supplies,1732.92,8
Technology,2464.72,10
Office Supplies,1765.87,2
Furniture,2729.45,7
Furniture,733.95,7
Technology,2273.06,2
Technology,740.44,11
Technology,1031.24,2
Furniture,2553.46,3
Office Supplies,1080.73,10
Technology,1741.5,9
Technology,1546.03,1
Office Supplies,905.88,4
Technology,501.48,10
Technology,2544.03,1
Technology,2948.01,5
Furniture,2531.62,10
Furniture,1751.41,7
